Customer_ID,Income,Recency,Is_Parent,Age,Spent,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds
3759,65196,34,1,63,1155,743,19,181,12,0,200
1162,42000,23,0,34,653,124,83,267,85,59,35
2055,35860,37,1,48,49,15,0,8,4,2,20
10766,65526,22,1,57,506,397,19,69,12,0,9
4415,16860,19,1,60,38,10,4,4,3,3,14
3005,83528,7,0,29,1650,530,117,678,134,44,147
2223,64176,52,1,56,1826,1215,33,249,64,116,149
4817,22304,91,0,65,18,3,2,7,0,4,2
2875,67023,93,0,43,906,444,44,382,11,8,17
10536,32892,78,1,50,46,26,0,15,2,1,2
11112,70713,23,1,55,1477,736,114,279,82,76,190
3807,59925,83,1,66,766,473,21,176,19,21,56
9197,39722,92,1,68,47,32,0,5,2,0,8
10832,46610,4,0,63,467,288,10,30,4,10,125
6421,88347,32,0,60,2116,1050,178,555,77,138,118
4207,87171,27,0,40,1298,1001,44,107,58,44,44
577,26907,10,1,45,22,9,1,7,0,3,2
10855,50014,9,1,53,396,234,14,77,19,10,42
3081,41014,65,1,43,20,7,2,6,2,0,3
3535,66294,68,0,56,967,251,108,334,65,92,117
247,36715,16,1,50,357,172,10,125,21,13,16
8707,79456,12,0,65,1401,565,42,548,64,83,99
9523,40479,95,1,39,15,5,0,8,2,0,0
6072,75345,16,0,51,2087,918,57,842,99,38,133
6295,54233,46,1,44,981,652,8,158,21,0,142
10914,24163,3,1,51,17,4,1,7,2,1,2
1509,84460,80,0,63,523,152,27,103,106,54,81
5577,43776,77,1,38,23,8,0,9,2,1,3
7348,71691,0,0,63,1192,336,130,411,240,32,43
1127,85844,62,0,48,1958,938,19,843,25,95,38
1833,39190,91,1,47,133,68,8,18,19,8,12
4944,71367,24,0,62,777,227,23,389,42,21,75
9080,38578,2,1,49,73,38,4,22,3,3,3
6466,57236,22,1,56,121,105,0,9,2,1,4
9964,61825,56,1,42,424,162,50,100,55,30,27
4790,79803,54,1,63,868,574,8,216,21,16,33
10245,80910,71,0,35,756,160,80,369,67,39,41
1109,27590,38,1,39,12,6,0,5,0,0,1
6001,56775,62,1,42,937,614,35,160,58,35,35
5538,83829,78,0,46,1862,897,161,430,186,161,27
10552,54210,18,1,42,367,70,54,109,80,9,45
1545,38508,95,1,35,443,120,19,206,25,19,54
7409,53187,66,1,51,267,211,2,30,7,7,10
4444,30023,28,1,49,61,11,0,16,7,6,21
146,76045,78,0,61,1323,760,53,400,17,93,0
6271,50870,13,1,69,63,53,0,8,0,0,2
10065,15315,27,0,51,64,7,4,13,15,8,17
4741,65463,17,1,47,562,391,32,70,21,32,16
246,66480,71,1,56,312,199,9,57,20,21,6
375,76773,79,0,67,1156,516,56,449,86,33,16
1524,81698,1,0,38,1104,709,45,115,30,160,45
10022,54466,78,1,48,16,12,0,4,0,0,0
7451,98777,23,0,61,2008,1000,19,711,125,115,38
11010,16269,75,1,37,44,19,3,18,3,1,0
4356,71819,70,1,50,1574,1224,28,140,0,14,168
3885,33569,10,1,38,63,16,2,18,3,0,24
1175,36262,24,0,38,426,88,39,54,64,28,153
880,22634,47,0,55,96,2,23,11,8,6,46
2320,47025,98,1,43,635,508,11,59,23,5,29
850,70566,4,1,53,757,381,28,215,84,28,21
4713,31605,15,1,42,125,74,0,42,2,1,6
675,52034,67,1,48,332,146,0,93,7,13,73
5025,48526,32,1,42,135,23,17,23,43,20,9
2308,46734,40,1,67,330,110,5,137,26,23,29
5995,39552,54,1,59,384,165,3,147,4,24,41
6749,86358,78,1,55,1722,957,47,494,82,47,95
1010,46931,94,1,44,78,41,0,17,3,1,16
8977,16581,51,0,36,24,1,3,4,2,3,11
4756,63998,42,0,69,1168,176,29,818,0,33,112
3412,67381,67,1,70,957,815,8,53,11,0,70
606,25930,87,1,54,15,6,1,2,2,0,4
5961,42693,29,1,43,57,8,4,20,6,3,16
2975,85606,89,1,45,1956,717,42,864,219,30,84
2894,72903,74,0,36,2013,1067,138,750,0,19,39
7613,49669,97,1,47,326,166,5,107,11,8,29
10542,36778,63,1,53,77,29,4,34,2,4,4
8015,85696,88,0,59,1313,714,76,395,116,0,12
10617,10979,34,0,32,30,8,4,10,2,2,4
11166,49678,81,1,60,315,229,5,56,3,2,20
849,56129,65,1,68,660,320,48,133,39,72,48
523,37155,51,1,32,74,23,0,26,7,15,3
4066,21282,76,1,43,46,1,5,8,4,8,20
8414,33419,76,1,59,86,56,0,12,0,0,18
819,63285,84,0,76,1103,508,124,249,50,38,134
4961,21255,56,1,47,61,29,0,25,2,2,3
749,42162,31,1,40,145,46,7,59,2,4,27
5430,54450,0,1,65,684,454,0,171,8,19,32
7755,57744,91,1,67,411,350,3,39,0,0,19
10525,26576,40,1,35,27,10,0,8,0,0,9
1453,57513,59,0,78,1060,735,40,183,52,20,30
8310,68142,96,1,57,1459,897,126,196,91,112,37
10710,7500,61,1,42,18,5,2,3,3,0,5
5031,83145,14,0,47,1833,777,35,731,39,137,114
2613,54197,16,1,61,237,162,6,37,6,13,13
213,23091,98,1,58,48,35,0,11,0,0,2
967,46049,11,1,45,515,342,9,112,19,14,19
1077,56715,52,0,47,1020,258,105,239,237,172,9
7959,79410,19,0,60,1370,658,80,483,123,13,13
640,57304,61,1,70,1026,356,80,329,138,17,106
4252,44375,73,1,56,301,213,5,28,7,7,41
8432,54450,0,1,65,684,454,0,171,8,19,32
6218,59594,74,1,56,499,457,4,29,0,0,9
6905,80685,55,0,27,1004,241,45,604,34,26,54
5922,40344,48,1,47,218,210,0,6,0,0,2
3598,62710,53,1,49,606,441,35,83,7,29,11
6116,48985,13,1,53,75,19,13,18,10,7,8
6263,35322,34,1,53,106,28,9,37,12,7,13
10486,77142,54,0,73,990,476,75,162,29,151,97
2410,81657,69,0,52,1097,364,40,425,158,60,50
193,14421,81,0,25,16,0,0,2,3,3,8
3363,20130,99,0,47,34,0,6,3,7,6,12
8278,74214,3,0,31,1711,863,83,547,86,99,33
10660,66726,61,1,64,438,349,7,35,0,0,47
8686,23724,65,1,42,75,5,23,15,0,18,14
1604,47353,93,1,61,225,184,2,19,8,8,4
5907,33444,24,1,69,18,8,0,8,0,0,2
10669,54386,8,1,40,470,277,21,64,62,21,25
2918,28510,72,1,40,91,44,5,19,0,4,19
5735,90638,29,0,30,2525,1156,120,915,94,144,96
359,48070,33,1,71,504,373,14,83,6,9,19
8387,43140,68,1,64,235,134,8,76,6,0,11
1829,54959,55,1,60,1232,1148,0,60,0,0,24
3839,15056,76,1,63,88,6,12,3,21,6,40
9392,26954,17,1,50,17,4,1,11,0,0,1
2292,22327,94,1,36,24,5,4,8,2,0,5
10466,44393,86,1,56,60,24,2,20,2,2,10
9855,62000,25,1,69,1020,899,0,101,0,0,20
4088,31497,22,1,59,155,108,1,28,13,1,4
5231,45894,15,1,47,51,27,2,7,0,2,13
590,78579,35,0,51,1812,816,66,549,216,66,99
8732,67369,81,1,52,1461,1298,0,70,37,14,42
2315,58401,55,1,61,96,10,0,11,17,29,29
3515,62307,94,1,69,160,87,13,34,10,6,10
2245,43641,50,1,52,139,57,2,51,4,2,23
6283,63841,64,1,53,908,635,15,100,20,7,131
2246,46891,91,1,56,183,43,12,23,29,15,61
6606,70091,11,1,52,1161,964,34,137,15,0,11
5545,78075,72,0,49,988,572,8,259,34,35,80
7342,59184,6,1,60,1072,341,142,113,259,151,66
837,54809,0,1,44,174,63,6,57,13,13,22
9500,58113,66,1,62,758,221,104,169,102,78,84
3602,51412,42,1,63,195,140,3,29,4,5,14
234,15287,60,1,42,31,1,2,8,4,3,13
2995,66636,64,0,64,1084,291,10,689,84,10,0
1118,50965,87,1,65,685,544,13,85,8,6,29
7789,84618,96,0,56,1672,684,100,801,21,66,0
3068,18351,1,0,31,43,1,12,9,0,14,7
8955,40451,54,1,64,49,35,0,4,0,0,10
945,36317,53,1,56,133,87,3,25,3,2,13
5644,42213,96,1,64,363,309,3,24,4,3,20
7192,65748,58,1,66,545,172,73,93,95,78,34
2324,77044,12,1,49,1065,625,38,242,50,34,76
697,74918,78,0,52,2047,972,59,913,25,19,59
3439,56721,64,1,49,296,157,6,39,6,13,75
1506,42160,26,1,46,140,48,9,45,3,15,20
232,61559,8,1,56,530,279,83,88,32,14,34
8876,33629,49,1,58,152,132,0,16,0,0,4
4500,68682,56,0,30,1598,919,0,505,99,30,45
9739,34377,55,1,58,114,62,0,22,3,1,26
10395,8940,25,1,35,101,1,45,3,4,6,42
1176,26228,50,1,48,25,2,6,4,3,1,9
1627,77297,84,0,64,789,408,61,109,48,122,41
938,40211,30,1,40,87,51,1,7,2,1,25
2740,33438,81,1,63,90,62,1,16,3,2,6
257,75032,74,1,62,1215,952,12,180,47,12,12
4058,61284,76,0,66,811,618,15,106,20,7,45
7736,22518,36,1,35,61,11,7,12,2,2,27
8210,54730,64,1,46,405,318,3,17,4,7,56
833,38452,62,1,66,72,56,0,14,0,0,2
6230,44421,53,1,50,189,110,5,59,7,1,7
7325,38197,86,1,35,40,23,0,11,2,1,3
1307,41986,15,1,43,63,27,5,8,8,3,12
1502,28427,67,1,38,52,18,3,19,3,3,6
6211,37395,47,1,45,39,18,0,9,0,1,11
843,64722,47,1,50,805,303,0,280,60,147,15
4174,55249,81,1,65,130,97,1,19,2,0,11
9757,84906,98,0,49,1631,997,15,414,99,30,76
6918,28691,56,1,32,34,5,4,13,8,0,4
286,44213,48,1,69,152,95,11,35,0,4,7
11086,25707,18,1,37,21,1,6,2,3,6,3
1921,59062,74,1,54,71,46,1,12,3,0,9
4138,76624,68,1,59,899,411,106,147,54,115,66
7718,66000,36,0,74,711,244,51,270,101,0,45
1291,27683,90,1,43,351,152,9,121,12,12,45
6862,1730,65,0,50,8,1,1,3,1,1,1
4136,7500,63,1,29,119,10,17,18,8,26,40
803,40521,82,1,53,21,12,0,5,0,0,4
4298,20427,63,1,48,10,5,0,4,0,0,1
10833,65106,55,1,46,973,790,19,133,12,0,19
9606,69969,64,0,56,1536,882,29,514,38,29,44
8534,67433,51,1,69,992,615,28,259,12,48,30
5153,77766,97,1,54,1529,1004,59,265,115,59,27
961,74716,92,1,49,860,133,27,421,13,195,71
5011,68118,51,1,58,928,595,23,123,10,23,154
6653,55158,72,1,51,418,293,0,87,4,11,23
9094,62972,39,1,66,587,313,15,47,20,0,192
810,74190,49,1,46,641,151,81,86,168,91,64
5493,39356,21,1,45,23,15,0,2,0,0,6
2147,76653,91,0,52,2279,736,63,946,219,189,126
5107,35860,37,1,48,49,15,0,8,4,2,20
3979,90687,98,0,38,1779,982,17,672,23,34,51
6049,73450,85,0,39,1804,1142,51,415,90,69,37
8147,31454,40,1,61,48,28,0,11,0,0,9
1857,47139,2,1,69,83,46,0,12,0,2,23
3910,83829,78,0,46,1862,897,161,430,186,161,27
5207,53378,41,1,58,793,489,6,152,8,6,132
11114,19656,94,1,51,84,25,4,9,6,8,32
5429,45579,10,1,73,183,145,1,33,2,1,1
9400,85485,73,0,63,1383,630,26,611,44,18,54
1740,55956,22,0,77,999,760,38,104,50,9,38
7488,64191,30,1,58,825,420,15,186,151,38,15
195,38808,21,1,49,246,125,17,52,3,19,30
635,57183,51,1,55,610,464,5,64,7,0,70
7527,23748,97,1,53,76,6,6,29,12,15,8
10319,66303,56,1,50,1286,1090,12,96,16,12,60
2296,37368,4,1,46,30,3,2,11,2,2,10
10637,40800,77,1,57,99,24,0,27,8,30,10
2931,71847,95,0,43,1192,737,21,106,55,63,210
907,46149,36,1,46,362,254,6,71,4,0,27
3698,78687,13,0,38,2130,817,185,687,145,55,241
9516,49118,90,0,50,1229,620,54,239,99,98,119
679,37633,49,1,64,38,13,4,20,0,0,1
7384,39767,18,0,70,485,113,61,204,34,26,47
5043,26997,89,0,70,434,7,23,78,133,49,144
5267,33986,43,1,51,44,16,2,18,2,1,5
339,57091,82,1,49,496,462,0,24,6,0,4
2516,46831,84,1,52,78,22,2,10,6,4,34
9010,83151,80,0,49,2346,968,147,842,137,42,210
378,52531,68,0,50,794,283,112,151,51,72,125
4808,15759,12,0,65,17,1,2,5,6,0,3
5068,22804,75,1,50,26,14,1,7,2,1,1
7628,43050,10,1,48,76,30,5,24,6,3,8
7128,42997,91,1,44,15,4,0,5,0,1,5
2811,48918,21,1,58,62,52,0,9,0,0,1
3551,60033,28,1,67,198,62,1,57,19,11,48
1663,34043,97,1,43,49,20,2,14,3,0,10
5543,57811,49,1,55,802,545,7,114,37,21,78
1577,78569,14,0,75,1736,558,79,622,207,175,95
10641,7500,5,1,43,57,6,5,4,13,4,25
5336,107733,37,1,50,59,39,1,9,2,0,8
6024,94384,62,0,68,2302,1111,24,790,160,45,172
1878,23148,83,0,36,37,4,6,8,6,3,10
3099,44267,48,1,51,310,183,5,65,3,5,49
6055,71626,94,0,42,1305,546,72,376,94,145,72
5841,60894,61,1,55,832,606,7,155,10,0,54
3972,50200,70,1,45,401,266,6,51,8,6,64
4394,81051,43,0,56,1501,1142,29,249,38,29,14
5758,65169,23,0,39,1189,1074,0,69,0,0,46
6658,59868,37,1,49,1194,771,51,154,54,10,154
4603,65695,50,1,61,656,371,32,189,0,58,6
8427,64857,78,0,65,1540,556,14,717,210,0,43
10260,45143,74,1,56,311,202,5,74,11,5,14
7143,74805,14,1,66,820,209,162,209,41,162,37
8789,59060,77,1,32,274,35,40,111,36,40,12
6197,27238,39,1,59,57,37,0,17,0,0,3
4554,47009,89,1,56,448,171,45,73,59,10,90
4937,46094,62,1,48,44,12,2,20,3,2,5
1920,40321,59,1,49,102,44,4,21,6,0,27
8749,37235,68,1,37,61,20,2,9,4,6,20
1650,81843,13,0,61,1643,779,86,537,34,69,138
10377,46692,37,1,63,397,170,6,97,24,12,88
9206,77382,36,1,53,1121,491,48,231,112,105,134
10971,37774,28,1,44,473,173,8,107,7,2,176
6398,18393,2,1,47,50,7,10,13,16,0,4
9212,72828,17,1,59,1678,1205,0,235,19,14,205
7937,24711,86,0,39,58,10,7,25,6,3,7
839,45503,54,1,46,170,97,4,44,6,1,18
4246,6560,2,0,39,373,67,11,26,4,3,262
158,71604,3,0,76,1196,345,53,528,98,75,97
4832,27244,84,1,42,101,6,5,17,3,24,46
5621,48752,8,1,52,316,73,57,100,71,15,0
1945,71434,4,1,59,1400,711,36,217,172,96,168
5147,90842,57,0,73,1424,774,70,118,182,187,93
2535,88097,24,1,43,844,163,0,480,0,126,75
11039,51948,51,1,46,311,82,33,54,71,30,41
9495,71853,29,0,39,1149,358,108,413,141,97,32
9635,35876,13,0,38,129,66,2,40,4,3,14
2173,40049,23,1,69,32,13,6,7,0,3,3
942,39660,36,1,39,299,139,13,78,20,13,36
9386,50127,88,1,59,320,274,0,21,4,6,15
5510,43263,2,1,44,441,262,6,61,0,10,102
873,62845,3,1,72,1178,1099,0,45,0,0,34
2253,18929,15,0,31,85,32,0,8,23,4,18
5181,24367,58,1,39,24,2,4,2,0,11,5
979,33249,11,1,46,112,6,10,21,19,14,42
10390,26887,27,1,62,30,6,7,4,3,4,6
4698,50150,32,0,38,410,135,46,92,65,61,11
7793,62061,12,1,45,800,641,7,84,0,30,38
1745,85696,88,0,59,1313,714,76,395,116,0,12
10590,76542,91,0,65,1483,794,73,573,0,29,14
5080,70515,12,0,28,1258,420,0,452,182,64,140
8369,18227,21,1,34,28,1,2,7,4,3,11
5232,69139,23,1,56,227,86,12,75,33,15,6
2407,69109,10,0,39,1555,823,25,459,124,29,95
3834,69627,35,1,59,861,231,161,215,171,30,53
7912,38136,69,1,43,103,8,15,27,0,20,33
7712,62159,68,0,75,634,182,17,259,77,70,29
1065,80695,85,0,58,1918,557,129,984,193,37,18
7275,33316,34,1,50,131,79,1,31,4,4,12
1343,58554,55,1,53,586,368,24,68,38,0,88
1384,17256,10,1,29,62,6,4,14,8,8,22
9967,53034,30,1,47,447,160,15,196,15,11,50
6181,52203,36,0,71,939,488,21,238,56,108,28
10507,59601,14,1,44,797,691,7,69,0,7,23
2674,75154,79,1,63,1143,543,10,205,160,143,82
2698,47025,52,1,45,415,254,7,108,20,0,26
3231,37971,97,1,48,30,5,4,10,2,2,7
4096,41335,24,1,53,187,112,19,21,16,14,5
10476,67267,0,1,63,251,134,11,59,15,2,30
5948,57338,96,1,46,237,143,6,52,11,8,17
9140,50523,89,1,61,91,51,4,24,4,7,1
10258,35791,94,1,56,35,27,0,5,0,0,3
5675,50611,98,1,61,493,459,0,24,6,0,4
4743,56242,72,1,52,971,689,8,167,11,8,88
8805,48904,1,1,61,371,283,10,38,0,13,27
1542,56243,26,1,46,396,347,0,35,4,3,7
6770,21355,5,1,36,68,5,13,14,0,5,31
8773,57420,22,1,50,322,280,0,18,0,0,24
10475,NA,39,1,51,317,187,5,65,26,20,14
10420,46390,56,1,66,222,95,14,64,2,9,38
7514,54342,74,1,65,177,84,10,34,11,10,28
2902,NA,87,1,63,45,19,4,12,2,2,6
4345,NA,49,1,57,21,5,1,9,2,0,4
793,20895,24,1,48,45,18,3,17,3,0,4
10909,92344,9,0,73,1899,992,24,694,51,19,119
3769,NA,17,1,49,42,25,1,13,0,0,3
8702,26907,10,1,45,22,9,1,7,0,3,2
4791,44964,35,1,41,41,19,1,17,2,0,2
2963,75507,56,0,42,1440,709,93,374,104,80,80
8216,53761,7,1,49,325,158,0,76,13,7,71
8140,22682,51,1,48,95,10,14,29,4,2,36
10146,38887,17,1,49,42,25,1,13,0,0,3
5289,41658,30,1,46,72,8,4,12,15,4,29
2587,29791,21,1,49,20,14,0,6,0,0,0
4405,63915,2,1,65,789,622,7,115,30,0,15
8663,39996,85,1,47,15,11,0,3,0,0,1
2589,26759,65,1,49,59,25,3,16,8,5,2
3421,63841,64,1,53,908,635,15,100,20,7,131
10490,51039,11,1,52,417,100,64,79,65,0,109
4094,60544,92,1,60,289,201,2,43,3,5,35
9958,65685,54,1,49,769,642,14,49,0,7,57
2534,37716,4,1,68,188,97,1,41,6,2,41
4188,36864,53,1,64,354,204,5,39,17,0,89
6613,44511,39,1,51,727,513,7,133,46,14,14
10827,36947,49,1,54,146,88,3,21,4,1,29
5491,47352,70,1,70,319,172,12,112,8,0,15
8402,67087,40,1,68,794,329,35,222,130,35,43
8783,57045,40,1,71,454,296,13,104,11,13,17
10010,36957,43,1,68,152,100,2,16,2,1,31
618,69389,17,1,44,797,422,7,238,69,46,15
9121,80134,40,1,49,1690,1218,16,272,104,0,80
361,43142,84,1,52,20,5,1,7,2,1,4
4310,80589,25,0,77,1428,507,93,520,242,40,26
2678,34412,62,1,31,209,52,12,50,4,36,55
6376,57537,83,1,42,545,191,56,139,51,8,100
524,22634,47,0,55,96,2,23,11,8,6,46
10341,51315,45,0,73,222,68,28,39,16,30,41
5654,36026,34,1,49,61,20,4,10,6,4,17
4098,24639,3,1,48,44,20,3,16,0,4,1
5824,34578,1,1,49,8,7,0,1,0,0,0
7000,65704,18,0,49,817,279,172,74,38,8,246
2561,63810,45,1,55,1371,977,12,253,16,12,101
5229,54132,81,1,52,42,30,1,8,0,0,3
4086,18690,77,0,62,60,6,1,7,23,4,19
2428,28164,23,1,51,78,3,18,26,11,8,12
8254,34596,48,1,47,23,14,0,2,0,0,7
2836,43269,61,1,49,19,10,1,7,0,0,1
8418,38741,60,1,63,61,7,10,17,8,6,13
1362,31907,75,0,49,449,33,87,64,175,16,74
7152,27100,64,1,38,37,12,0,13,2,0,10
10033,31163,54,1,48,38,2,3,10,11,2,10
9349,92533,84,0,36,1131,693,21,118,110,147,42
274,34853,75,1,48,34,9,3,15,2,3,2
3388,70844,16,1,54,294,129,26,67,3,67,2
922,31086,79,1,42,48,16,2,11,3,0,16
8588,60544,92,1,60,289,201,2,43,3,5,35
2518,20491,16,0,35,30,5,4,5,4,2,10
574,42523,96,0,57,125,14,36,11,3,26,35
3220,39922,30,1,38,156,29,12,59,19,1,36
5967,33402,60,1,69,70,26,2,19,10,5,8
1183,36408,11,1,72,22,9,1,4,3,2,3
6856,21645,75,1,42,65,14,0,23,4,5,19
4530,78427,36,0,73,1930,972,19,595,180,26,138
1553,82657,71,0,75,2283,966,168,672,246,105,126
4682,51876,88,0,63,310,99,27,102,28,48,6
8204,78041,93,0,50,1319,482,35,553,72,160,17
5221,52852,93,1,64,879,714,8,99,11,0,47
1232,70038,54,0,39,1244,587,54,348,71,54,130
1927,69401,41,1,48,690,399,27,159,58,8,39
5788,46053,46,1,49,209,56,10,92,19,7,25
6652,77343,28,0,56,1134,227,151,573,98,54,31
6246,73892,40,0,68,1507,703,102,601,0,58,43
5975,40304,82,1,54,57,37,0,17,0,0,3
6875,32727,38,0,56,529,167,13,180,86,13,70
4399,68695,3,0,52,1091,458,81,356,106,50,40
4042,43300,87,1,50,180,91,3,52,2,1,31
2157,26290,49,1,49,77,15,8,16,11,5,22
10133,93790,16,0,51,2349,1302,68,731,89,114,45
2525,38410,65,0,47,534,153,64,123,116,64,14
8233,64866,9,1,71,556,508,5,21,7,5,10
9483,57957,24,1,62,637,290,59,177,77,5,29
2945,46015,25,1,66,46,38,0,2,0,0,6
10403,16531,43,1,43,44,2,13,6,7,5,11
5074,28072,10,1,35,47,30,0,10,2,0,5
10524,49476,29,1,58,795,386,23,95,54,41,196
4690,50725,45,1,68,586,443,10,75,0,10,48
7521,83844,57,0,69,1574,901,31,345,75,31,191
7196,41145,20,1,71,13,9,0,3,0,0,1
4406,67419,29,1,51,1471,846,84,352,91,56,42
9672,23162,82,1,51,65,8,3,9,19,4,22
4864,34380,68,1,44,175,72,7,58,13,1,24
4706,34704,65,1,55,40,29,0,5,0,1,5
4070,94871,99,1,52,1078,169,24,553,188,0,144
25,65148,9,1,63,1115,460,35,422,33,12,153
3697,39898,20,1,67,134,69,8,26,12,7,12
217,64857,78,0,65,1540,556,14,717,210,0,43
4220,59892,26,1,51,87,73,0,13,0,1,0
5286,41020,68,0,34,217,112,1,54,7,7,36
9559,57072,79,1,60,1034,944,0,60,0,0,30
2849,60474,25,1,42,1180,265,199,303,234,9,170
7787,62807,83,1,61,819,526,28,135,10,21,99
3102,19414,32,1,40,32,2,3,12,3,5,7
5868,19107,49,1,41,46,2,4,9,10,5,16
8370,75484,50,1,45,1159,378,97,259,197,194,34
9988,70379,84,1,45,860,553,25,142,65,67,8
2939,79419,96,0,51,1631,751,127,687,20,15,31
5529,64014,56,1,75,444,406,0,30,0,0,8
9743,76998,85,1,66,1910,1449,89,161,69,35,107
5763,49854,63,1,49,380,123,17,171,39,0,30
3478,60585,17,1,50,736,267,42,309,55,42,21
7494,42873,11,1,71,269,209,0,40,3,2,15
1763,87679,62,0,33,2524,1259,172,815,97,148,33
7250,57867,48,1,43,612,344,35,178,15,23,17
2005,35765,86,1,31,75,22,3,30,0,5,15
10770,65492,73,0,62,1045,247,161,295,210,85,47
6885,32952,36,1,44,55,38,0,12,3,1,1
2072,53374,34,1,52,1064,896,10,101,13,10,34
9463,71706,16,1,62,1443,931,56,253,91,98,14
6318,68487,48,0,33,1366,758,12,385,33,89,89
4093,53253,61,1,46,436,216,9,57,20,9,125
5751,31163,54,1,48,38,2,3,10,11,2,10
3340,42014,56,1,44,436,244,15,108,4,15,50
3594,54108,74,1,48,747,539,6,91,8,6,97
3584,49667,35,0,66,1396,1181,26,120,17,13,39
3643,63206,65,0,47,928,750,8,125,11,8,26
851,57136,48,1,49,642,306,5,109,21,109,92
7706,46772,88,1,46,1048,350,104,189,197,151,57
3967,78931,19,0,50,943,331,197,170,58,152,35
10128,53977,21,1,63,907,620,16,165,0,24,82
486,84219,27,0,33,1198,434,137,400,45,137,45
9,46098,86,1,46,120,57,0,27,0,0,36
9451,73538,92,1,56,1658,811,76,428,99,137,107
9264,79529,1,0,35,1638,423,42,706,73,197,197
3865,20981,14,0,44,73,2,12,10,6,13,30
2853,51766,74,1,41,275,60,51,87,6,20,51
1490,55759,84,1,59,854,675,0,85,10,7,77
6310,33039,4,1,43,78,30,8,12,8,8,12
10380,37787,50,1,49,106,40,1,40,4,3,18
3887,27242,2,1,51,106,3,17,26,20,1,39
4278,87188,73,0,38,1923,910,111,724,49,74,55
8643,69930,21,0,50,1662,252,98,827,219,70,196
1998,37697,82,1,45,84,34,6,21,11,4,8
10795,37401,14,1,48,48,19,3,19,3,1,3
11110,3502,56,1,48,5,2,1,1,0,0,1
2408,58597,20,1,45,733,490,0,184,10,28,21
202,82032,54,0,73,1234,332,194,377,149,125,57
7998,28087,77,1,63,112,53,8,17,13,0,21
830,74004,5,0,34,1658,784,48,560,42,176,48
3536,19740,65,1,61,55,7,11,3,10,4,20
6050,57036,33,1,46,1513,1171,43,219,19,14,47
125,53083,65,1,63,271,215,7,33,3,0,13
3463,69283,41,1,46,904,674,62,134,0,26,8
2804,46098,86,1,46,120,57,0,27,0,0,36
3745,23331,92,1,33,103,5,36,7,0,10,45
9771,23331,97,1,33,269,104,20,101,24,15,5
451,9255,91,1,32,22,9,0,7,2,0,4
10530,67786,0,0,62,1156,431,82,441,80,20,102
1079,71969,59,1,50,1086,1000,0,76,0,0,10
8920,59235,4,1,54,1128,448,40,469,80,0,91
6678,31928,5,1,32,72,33,4,24,4,2,5
3852,74881,48,1,60,964,505,72,270,36,27,54
528,65819,99,0,43,1383,267,38,701,149,165,63
73,51411,81,1,68,18,14,0,3,0,0,1
5589,51983,95,1,57,793,631,0,115,10,7,30
10212,42386,43,1,35,100,65,4,16,0,4,11
6365,30390,5,0,34,80,10,12,12,25,1,20
5636,30983,50,0,58,167,51,4,50,12,1,49
591,66033,76,1,64,677,293,35,179,46,59,65
2217,37284,46,1,46,23,11,1,2,2,1,6
2544,57530,68,1,70,92,50,1,27,6,7,1
7725,76800,33,0,56,641,173,26,255,35,71,81
8091,63943,50,1,65,1106,423,184,368,13,97,21
7321,76081,85,0,59,1033,292,30,415,63,33,200
5462,67445,63,1,47,1174,757,80,217,29,80,11
7791,37054,89,1,54,25,12,1,6,0,1,5
955,47175,81,1,59,240,167,2,44,6,2,19
4037,31859,77,1,45,20,3,1,3,8,0,5
6642,27215,50,1,60,102,30,5,22,8,9,28
2793,70179,10,1,45,1034,532,88,168,69,44,133
5424,39922,30,1,38,156,29,12,59,19,1,36
879,49681,66,1,45,458,411,0,26,0,0,21
9530,24645,16,1,33,17,5,3,4,4,1,0
4828,79865,12,1,67,792,71,99,278,185,121,38
10699,44322,30,1,36,92,46,0,40,3,0,3
1497,47958,8,1,69,407,268,11,88,15,3,22
7476,63972,93,1,57,1269,928,63,254,0,12,12
4390,75315,14,1,67,841,459,15,171,142,23,31
10478,55517,53,1,71,633,483,0,108,0,6,36
1081,75283,26,1,64,1019,733,9,180,12,19,66
4261,82800,23,0,75,1315,1006,22,115,59,68,45
9916,38998,92,1,67,54,34,1,14,0,0,5
5350,90638,29,0,30,2525,1156,120,915,94,144,96
8135,27161,41,1,35,52,7,4,23,7,0,11
8685,42014,56,1,44,436,244,15,108,4,15,50
4967,38201,19,1,61,268,233,0,23,0,0,12
2130,45203,4,1,39,147,35,3,67,10,8,24
9298,81574,89,0,74,1798,1252,0,465,46,35,0
8175,34935,71,0,29,137,34,4,66,3,10,20
6257,60482,81,1,45,507,255,43,134,37,14,24
3790,34633,31,1,65,15,8,1,5,0,0,1
9952,78093,53,0,74,1105,368,32,639,13,43,10
3503,82460,78,0,71,974,255,47,573,52,32,15
5223,45903,80,1,55,66,33,8,10,2,10,3
4608,81361,18,0,34,778,163,23,424,27,65,76
1626,35860,37,1,48,49,15,0,8,4,2,20
4764,40442,52,1,69,169,45,12,52,25,22,13
2471,61482,39,0,56,299,48,58,68,16,66,43
5892,34968,11,1,41,221,158,6,45,8,2,2
2612,75794,33,0,34,1682,754,160,625,63,32,48
4971,31497,22,1,59,155,108,1,28,13,1,4
5185,74268,83,0,66,892,199,66,315,97,174,41
10069,13724,43,1,33,58,2,7,5,2,15,27
